date,close
2023-05-30,2342.7
2023-05-31,2344.6
2023-06-01,2375.7
2023-06-02,2395.9
2023-06-05,2347.6
2023-06-06,2308.0
2023-06-07,2277.0
2023-06-08,2320.9
2023-06-09,2352.2
2023-06-12,2359.5
2023-06-13,2343.5
2023-06-14,2325.2
2023-06-15,2314.8
2023-06-16,2330.4
2023-06-19,2355.1
2023-06-20,2402.0
2023-06-21,2433.2
2023-06-22,2421.6
2023-06-23,2368.8
2023-06-26,2305.9
2023-06-27,2319.9
2023-06-28,2313.5
2023-06-29,2361.2
2023-06-30,2393.3
2023-07-03,2386.2
2023-07-04,2395.5
2023-07-05,2386.0
2023-07-06,2397.9
2023-07-07,2397.6
2023-07-10,2432.9
2023-07-11,2486.0
2023-07-12,2517.8
2023-07-13,2473.4
2023-07-14,2493.5
2023-07-17,2462.0
2023-07-18,2486.5
2023-07-19,2519.1
2023-07-20,2578.1
2023-07-21,2609.8
2023-07-24,2591.4
2023-07-25,2576.2
2023-07-26,2560.9
2023-07-27,2565.7
2023-07-28,2561.7
2023-07-31,2593.7
2023-08-01,2617.5
2023-08-02,2628.7
2023-08-03,2614.3
2023-08-04,2598.8
2023-08-07,2604.4
2023-08-08,2616.4
2023-08-09,2616.4
2023-08-10,2645.5
2023-08-11,2656.9
2023-08-14,2691.0
2023-08-15,2681.1
2023-08-16,2695.4
2023-08-17,2740.7
2023-08-18,2746.5
2023-08-21,2731.1
2023-08-22,2729.8
2023-08-23,2807.8
2023-08-24,2803.9
2023-08-25,2781.3
2023-08-28,2761.1
2023-08-29,2808.4
2023-08-30,2813.4
2023-08-31,2793.1
2023-09-01,2788.1
2023-09-04,2823.3
2023-09-05,2848.6
2023-09-06,2840.7
2023-09-07,2737.3
2023-09-08,2699.7
2023-09-11,2749.8
2023-09-12,2751.6
2023-09-13,2685.6
2023-09-14,2713.5
2023-09-15,2741.0
2023-09-18,2741.2
2023-09-19,2706.7
2023-09-20,2766.1
2023-09-21,2719.4
2023-09-22,2752.0
2023-09-25,2786.6
2023-09-26,2712.7
2023-09-27,2746.5
2023-09-28,2716.2
2023-09-29,2706.3
2023-10-02,2716.9
2023-10-03,2791.0
2023-10-04,2768.6
2023-10-05,2747.6
2023-10-06,2745.4
2023-10-09,2771.5
2023-10-10,2763.8
2023-10-11,2745.7
2023-10-12,2753.1
2023-10-13,2686.8
2023-10-16,2688.0
2023-10-17,2667.0
2023-10-18,2737.5
2023-10-19,2798.4
2023-10-20,2744.2
2023-10-23,2732.0
2023-10-24,2747.7
2023-10-25,2729.9
2023-10-26,2722.3
2023-10-27,2752.8
2023-10-30,2815.1
2023-10-31,2767.9
2023-11-01,2771.2
2023-11-02,2754.8
2023-11-03,2752.5
2023-11-06,2730.8
2023-11-07,2717.4
2023-11-08,2773.8
2023-11-09,2787.9
2023-11-10,2782.3
2023-11-13,2797.1
2023-11-14,2772.2
2023-11-15,2724.7
2023-11-16,2683.2
2023-11-17,2674.9
2023-11-20,2690.8
2023-11-21,2694.7
2023-11-22,2715.9
2023-11-23,2708.5
2023-11-24,2705.7
2023-11-27,2684.3
2023-11-28,2624.9
2023-11-29,2609.6
2023-11-30,2567.3
2023-12-01,2517.5
2023-12-04,2502.5
2023-12-05,2473.3
2023-12-06,2454.8
2023-12-07,2414.8
2023-12-08,2461.9
2023-12-11,2463.2
2023-12-12,2435.5
2023-12-13,2425.6
2023-12-14,2430.5
2023-12-15,2387.1
2023-12-18,2355.0
2023-12-19,2338.4
2023-12-20,2316.9
2023-12-21,2324.1
2023-12-22,2333.4
2023-12-25,2308.3
2023-12-26,2287.5
2023-12-27,2315.6
2023-12-28,2303.7
2023-12-29,2286.4
2024-01-01,2284.2
2024-01-02,2258.6
2024-01-03,2249.8
2024-01-04,2296.7
2024-01-05,2268.0
2024-01-08,2258.3
2024-01-09,2153.1
2024-01-10,2155.4
2024-01-11,2174.9
2024-01-12,2173.5
2024-01-15,2168.4
2024-01-16,2170.7
2024-01-17,2165.3
2024-01-18,2113.8
2024-01-19,2058.2
2024-01-22,2039.6
2024-01-23,2006.0
2024-01-24,2038.3
2024-01-25,2021.5
2024-01-26,2063.5
2024-01-29,2051.4
2024-01-30,2068.9
2024-01-31,2057.6
2024-02-01,2046.3
2024-02-02,2066.4
2024-02-05,2047.1
2024-02-06,2023.4
2024-02-07,2002.9
2024-02-08,1956.2
2024-02-09,1958.0
2024-02-12,1942.5
2024-02-13,1906.9
2024-02-14,1876.3
2024-02-15,1886.0
2024-02-16,1863.0
2024-02-19,1873.0
2024-02-20,1880.4
2024-02-21,1868.9
2024-02-22,1869.3
2024-02-23,1881.6
2024-02-26,1897.7
2024-02-27,1899.8
2024-02-28,1895.1
2024-02-29,1866.0
2024-03-01,1875.0
2024-03-04,1894.2
2024-03-05,1902.7
2024-03-06,1904.7
2024-03-07,1926.5
2024-03-08,1913.4
2024-03-11,1901.3
2024-03-12,1904.7
2024-03-13,1904.2
2024-03-14,1900.6
2024-03-15,1930.9
2024-03-18,1936.5
2024-03-19,1920.1
2024-03-20,1901.7
2024-03-21,1931.0
2024-03-22,1940.2
2024-03-25,1941.3
2024-03-26,1939.0
2024-03-27,1945.5
2024-03-28,1973.6
2024-03-29,1964.2
2024-04-01,1980.4
2024-04-02,2006.3
2024-04-03,2026.4
2024-04-04,2041.8
2024-04-05,2085.4
2024-04-08,2107.1
2024-04-09,2158.6
2024-04-10,2145.5
2024-04-11,2155.9
2024-04-12,2179.3
2024-04-15,2214.8
2024-04-16,2194.5
2024-04-17,2213.2
2024-04-18,2223.2
2024-04-19,2256.1
2024-04-22,2271.5
2024-04-23,2310.9
2024-04-24,2315.7
2024-04-25,2347.8
2024-04-26,2398.6
2024-04-29,2412.8
2024-04-30,2414.0
2024-05-01,2383.8
2024-05-02,2364.7
2024-05-03,2382.5
2024-05-06,2362.5
2024-05-07,2340.5
2024-05-08,2407.4
2024-05-09,2475.4
2024-05-10,2453.0
2024-05-13,2441.1
2024-05-14,2457.5
2024-05-15,2451.4
2024-05-16,2445.7
2024-05-17,2490.0
2024-05-20,2527.1
2024-05-21,2512.2
2024-05-22,2481.2
2024-05-23,2464.2
2024-05-24,2463.0
2024-05-27,2520.6
2024-05-28,2495.6
2024-05-29,2524.3
2024-05-30,2521.6
2024-05-31,2568.2
2024-06-03,2614.4
2024-06-04,2679.5
2024-06-05,2695.9
2024-06-06,2661.0
2024-06-07,2703.7
2024-06-10,2762.2
2024-06-11,2719.6
2024-06-12,2797.1
2024-06-13,2844.2
2024-06-14,2808.4
2024-06-17,2828.0
2024-06-18,2797.0
2024-06-19,2778.3
2024-06-20,2822.4
2024-06-21,2777.5
2024-06-24,2797.4
2024-06-25,2757.8
2024-06-26,2746.1
2024-06-27,2685.5
2024-06-28,2702.2
2024-07-01,2672.5
2024-07-02,2655.6
2024-07-03,2667.0
2024-07-04,2651.5
2024-07-05,2663.1
2024-07-08,2599.3
2024-07-09,2571.2
2024-07-10,2619.4
2024-07-11,2600.9
2024-07-12,2611.2
2024-07-15,2577.8
2024-07-16,2619.8
2024-07-17,2649.6
2024-07-18,2693.4
2024-07-19,2708.1
2024-07-22,2706.3
2024-07-23,2726.2
2024-07-24,2713.2
2024-07-25,2701.4
2024-07-26,2723.9
2024-07-29,2700.7
2024-07-30,2751.0
2024-07-31,2747.1
2024-08-01,2684.6
2024-08-02,2627.0
2024-08-05,2632.0
2024-08-06,2664.6
2024-08-07,2656.1
2024-08-08,2633.8
2024-08-09,2617.2
2024-08-12,2605.3
2024-08-13,2629.9
2024-08-14,2662.9
2024-08-15,2661.2
2024-08-16,2700.3
2024-08-19,2702.4
2024-08-20,2615.5
2024-08-21,2626.5
2024-08-22,2632.4
2024-08-23,2602.4
2024-08-26,2632.1
2024-08-27,2672.3
2024-08-28,2705.3
2024-08-29,2667.3
2024-08-30,2702.6
2024-09-02,2725.2
2024-09-03,2704.8
2024-09-04,2782.2
2024-09-05,2737.0
2024-09-06,2738.3
2024-09-09,2729.2
2024-09-10,2631.2
2024-09-11,2651.3
2024-09-12,2657.8
2024-09-13,2691.8
2024-09-16,2656.5
2024-09-17,2679.2
2024-09-18,2631.7
2024-09-19,2603.6
2024-09-20,2614.5
2024-09-23,2565.6
2024-09-24,2582.1
2024-09-25,2572.0
2024-09-26,2508.8
2024-09-27,2482.3
2024-09-30,2495.1
2024-10-01,2477.4
2024-10-02,2498.2
2024-10-03,2513.9
2024-10-04,2518.2
2024-10-07,2520.5
2024-10-08,2573.3
2024-10-09,2546.4
2024-10-10,2576.9
2024-10-11,2613.2
2024-10-14,2594.8
2024-10-15,2609.5
2024-10-16,2609.8
2024-10-17,2628.0
2024-10-18,2571.1
2024-10-21,2546.7
2024-10-22,2551.4
2024-10-23,2567.8
2024-10-24,2581.1
2024-10-25,2597.1
2024-10-28,2625.2
2024-10-29,2549.9
2024-10-30,2556.1
2024-10-31,2530.8
2024-11-01,2532.6
2024-11-04,2513.4
2024-11-05,2521.0
2024-11-06,2500.8
2024-11-07,2527.1
2024-11-08,2520.5
2024-11-11,2563.0
2024-11-12,2557.8
2024-11-13,2570.0
2024-11-14,2603.2
2024-11-15,2634.1
2024-11-18,2612.2
2024-11-19,2621.3
2024-11-20,2567.1
2024-11-21,2604.0
2024-11-22,2641.6
2024-11-25,2609.6
2024-11-26,2621.4
2024-11-27,2633.6
2024-11-28,2672.2
2024-11-29,2661.4
2024-12-02,2627.7
2024-12-03,2632.2
2024-12-04,2621.6
2024-12-05,2667.3
2024-12-06,2606.5
2024-12-09,2541.0
2024-12-10,2487.0
2024-12-11,2494.8
2024-12-12,2482.5
2024-12-13,2534.7
2024-12-16,2513.1
2024-12-17,2559.1
2024-12-18,2576.4
2024-12-19,2523.0
2024-12-20,2520.7
2024-12-23,2492.8
2024-12-24,2512.2
2024-12-25,2554.8
2024-12-26,2544.4
2024-12-27,2565.5
2024-12-30,2576.2
2024-12-31,2579.6
2025-01-01,2565.6
2025-01-02,2559.6
2025-01-03,2550.2
2025-01-06,2494.2
2025-01-07,2481.3
2025-01-08,2419.7
2025-01-09,2410.7
2025-01-10,2395.9
2025-01-13,2391.6
2025-01-14,2369.5
2025-01-15,2353.1
2025-01-16,2416.0
2025-01-17,2408.8
2025-01-20,2423.9
2025-01-21,2433.4
2025-01-22,2408.1
2025-01-23,2381.1
2025-01-24,2376.3
2025-01-27,2410.8
2025-01-28,2420.5
2025-01-29,2396.7
2025-01-30,2411.2
2025-01-31,2373.4
2025-02-03,2345.5
2025-02-04,2300.7
2025-02-05,2294.2
2025-02-06,2325.2
2025-02-07,2361.0
2025-02-10,2378.7
2025-02-11,2409.6
2025-02-12,2377.5
2025-02-13,2368.2
2025-02-14,2368.6
2025-02-17,2352.9
2025-02-18,2330.2
2025-02-19,2325.7
2025-02-20,2309.7
2025-02-21,2302.3
2025-02-24,2291.0
2025-02-25,2297.0
2025-02-26,2333.8
2025-02-27,2372.1
2025-02-28,2391.6
2025-03-03,2374.7
2025-03-04,2315.4
2025-03-05,2304.9
2025-03-06,2333.8
2025-03-07,2284.3
2025-03-10,2239.9
2025-03-11,2217.2
2025-03-12,2248.0
2025-03-13,2307.4
2025-03-14,2323.6
2025-03-17,2339.9
2025-03-18,2353.0
2025-03-19,2392.7
2025-03-20,2391.8
2025-03-21,2401.3
2025-03-24,2390.7
2025-03-25,2407.9
2025-03-26,2388.8
2025-03-27,2385.2
2025-03-28,2402.3
2025-03-31,2397.6
2025-04-01,2299.2
2025-04-02,2283.4
2025-04-03,2349.4
2025-04-04,2332.1
2025-04-07,2343.8
2025-04-08,2313.9
2025-04-09,2305.5
2025-04-10,2273.0
2025-04-11,2270.7
2025-04-14,2270.9
2025-04-15,2226.1
2025-04-16,2261.4
2025-04-17,2251.3
2025-04-18,2243.1
2025-04-21,2195.0
2025-04-22,2223.3
2025-04-23,2211.7
2025-04-24,2216.7
2025-04-25,2158.7
2025-04-28,2138.5
2025-04-29,2097.5
2025-04-30,2080.5
2025-05-01,2107.6
2025-05-02,2104.9
2025-05-05,2066.9
2025-05-06,2062.0
2025-05-07,2069.7
2025-05-08,2114.6
2025-05-09,2132.7
2025-05-12,2179.2
2025-05-13,2160.8
2025-05-14,2177.6
2025-05-15,2170.3
2025-05-16,2171.5
2025-05-19,2182.4
2025-05-20,2197.8
2025-05-21,2222.4
2025-05-22,2309.4
2025-05-23,2301.7
2025-05-26,2332.0
2025-05-27,2363.9
2025-05-28,2388.9
2025-05-29,2403.6
2025-05-30,2397.7
2025-06-02,2347.7
2025-06-03,2380.2
2025-06-04,2367.9
2025-06-05,2343.7
2025-06-06,2295.8
2025-06-09,2319.7
2025-06-10,2340.4
2025-06-11,2346.2
2025-06-12,2374.1
2025-06-13,2363.4
